Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-06-01 13:00:00,19.5,4.0,36,17,48.3,101.29,Cloudy
2012-06-01 14:00:00,19.6,4.6,37,15,48.3,101.21,Cloudy
2012-06-01 15:00:00,19.8,4.9,38,17,48.3,101.16,Cloudy
2012-06-01 16:00:00,20.2,4.3,35,22,48.3,101.04,Cloudy
2012-06-01 17:00:00,20.2,4.1,35,19,48.3,101.03,Cloudy
2012-06-01 18:00:00,20.1,4.6,36,19,24.1,100.98,Cloudy
2012-06-01 19:00:00,20.0,5.3,38,19,25.0,100.88,Cloudy
2012-06-01 20:00:00,19.9,4.9,37,20,25.0,100.86,Cloudy
2012-06-01 21:00:00,19.6,5.7,40,26,25.0,100.8,Rain
2012-06-01 22:00:00,19.6,6.5,42,20,25.0,100.77,Cloudy
2012-06-01 23:00:00,18.2,8.3,52,19,25.0,100.77,Rain
2012-06-02 00:00:00,17.5,8.2,54,15,19.3,100.78,Rain
2012-06-02 01:00:00,15.9,9.5,66,19,16.1,100.67,Rain
2012-06-02 02:00:00,14.6,8.7,68,19,16.1,100.58,Rain
2012-06-02 03:00:00,14.2,8.8,70,19,16.1,100.5,Rain
2012-06-02 04:00:00,13.6,9.5,76,24,12.9,100.43,Rain
2012-06-02 05:00:00,13.4,9.2,76,24,16.1,100.36,Rain
2012-06-02 06:00:00,13.6,9.5,76,19,16.1,100.44,Rain
2012-06-02 07:00:00,13.4,8.7,73,17,19.3,100.45,Rain
2012-06-02 08:00:00,12.3,9.7,84,11,19.3,100.48,Rain
2012-06-02 09:00:00,13.1,9.6,79,13,24.1,100.52,Cloudy
2012-06-02 10:00:00,12.5,9.8,84,7,8.0,100.48,"Rain,Fog"
2012-06-02 11:00:00,12.5,10.3,86,7,16.1,100.48,Rain
2012-06-02 12:00:00,12.8,10.5,86,9,24.1,100.43,Rain
2012-06-02 13:00:00,13.1,10.9,86,11,24.1,100.43,Rain
2012-06-02 14:00:00,13.6,10.9,84,20,24.1,100.39,Cloudy
2012-06-02 15:00:00,13.9,10.9,82,17,24.1,100.38,Cloudy
2012-06-02 16:00:00,13.5,11.0,85,22,24.1,100.35,Rain
2012-06-02 17:00:00,13.5,11.0,85,17,24.1,100.36,Drizzle
2012-06-02 18:00:00,13.1,11.1,88,19,6.4,100.38,"Drizzle,Fog"
2012-06-02 19:00:00,13.2,11.2,88,9,4.8,100.4,"Drizzle,Fog"
2012-06-02 20:00:00,12.9,10.5,85,4,19.3,100.4,Drizzle
2012-06-02 21:00:00,13.0,10.7,86,7,25.0,100.41,Cloudy
2012-06-02 22:00:00,13.3,10.4,83,15,25.0,100.34,Cloudy
2012-06-02 23:00:00,13.1,10.2,83,6,25.0,100.33,Cloudy
2012-06-03 00:00:00,13.1,10.4,84,9,19.3,100.33,Cloudy
2012-06-03 01:00:00,13.0,10.9,87,6,19.3,100.29,Cloudy
2012-06-03 02:00:00,13.1,11.0,87,6,19.3,100.26,Cloudy
2012-06-03 03:00:00,12.9,10.6,86,4,19.3,100.23,Cloudy
2012-06-03 04:00:00,13.0,10.4,84,7,19.3,100.2,Mostly Cloudy
2012-06-03 05:00:00,12.0,9.9,87,0,19.3,100.24,Mostly Cloudy
2012-06-03 06:00:00,13.6,10.9,84,9,24.1,100.25,Mostly Cloudy
2012-06-03 07:00:00,14.6,10.5,76,15,24.1,100.25,Mostly Cloudy
2012-06-03 08:00:00,14.9,10.3,74,13,24.1,100.24,Mostly Cloudy
2012-06-03 09:00:00,16.1,10.9,71,11,24.1,100.2,Mostly Cloudy
2012-06-03 10:00:00,17.7,11.0,65,13,48.3,100.19,Mostly Cloudy
2012-06-03 11:00:00,18.2,10.4,60,11,48.3,100.14,Mostly Cloudy
2012-06-03 12:00:00,18.4,9.8,57,9,48.3,100.12,Mostly Cloudy
2012-06-03 13:00:00,18.9,10.8,59,24,48.3,100.07,Mostly Cloudy
2012-06-03 14:00:00,19.6,10.5,56,24,48.3,100.04,Mostly Cloudy
2012-06-03 15:00:00,18.5,10.4,59,24,48.3,100.02,Mostly Cloudy
2012-06-03 16:00:00,18.3,10.3,60,33,48.3,100.01,Mostly Cloudy
2012-06-03 17:00:00,17.8,9.3,57,30,48.3,100.03,Mostly Cloudy
2012-06-03 18:00:00,16.6,9.6,63,30,48.3,100.13,Mostly Cloudy
2012-06-03 19:00:00,15.3,8.8,65,28,25.0,100.2,Mostly Cloudy
2012-06-03 20:00:00,14.1,7.4,64,32,25.0,100.27,Mostly Cloudy
2012-06-03 21:00:00,13.8,7.1,64,28,25.0,100.29,Mostly Cloudy
2012-06-03 22:00:00,13.6,6.9,64,30,25.0,100.32,Cloudy
2012-06-03 23:00:00,13.3,6.9,65,30,25.0,100.31,Mostly Cloudy
2012-06-04 00:00:00,12.8,7.3,69,33,25.0,100.34,Cloudy
2012-06-04 01:00:00,11.9,7.7,75,19,25.0,100.33,Rain
2012-06-04 02:00:00,11.8,7.6,75,22,25.0,100.32,Cloudy
2012-06-04 03:00:00,11.5,7.5,76,24,25.0,100.32,Rain Showers
2012-06-04 04:00:00,11.0,7.6,80,22,19.3,100.38,Rain
2012-06-04 05:00:00,11.0,8.0,82,20,19.3,100.41,Rain
2012-06-04 06:00:00,11.3,8.2,81,22,24.1,100.46,Cloudy
2012-06-04 07:00:00,11.7,7.9,77,33,24.1,100.5,Rain
2012-06-04 08:00:00,11.6,8.3,80,24,19.3,100.55,Rain
2012-06-04 09:00:00,11.6,7.7,77,28,24.1,100.6,Rain
2012-06-04 10:00:00,12.4,7.5,72,28,24.1,100.65,Cloudy
2012-06-04 11:00:00,13.1,7.4,68,28,24.1,100.67,Cloudy
2012-06-04 12:00:00,13.0,7.3,68,22,24.1,100.7,Rain Showers
2012-06-04 13:00:00,13.0,7.4,69,24,24.1,100.75,Rain
2012-06-04 14:00:00,14.3,7.3,63,20,24.1,100.73,Cloudy
2012-06-04 15:00:00,15.8,7.2,57,22,24.1,100.73,Mostly Cloudy
2012-06-04 16:00:00,16.0,6.6,54,22,24.1,100.71,Mostly Cloudy
2012-06-04 17:00:00,15.9,7.1,56,22,24.1,100.71,Mostly Cloudy
2012-06-04 18:00:00,16.5,7.1,54,15,48.3,100.74,Mostly Cloudy
2012-06-04 19:00:00,16.3,6.9,54,20,48.3,100.77,Mostly Cloudy
2012-06-04 20:00:00,15.6,7.3,58,13,24.1,100.8,Mainly Clear
2012-06-04 21:00:00,14.5,7.5,63,15,25.0,100.84,Mainly Clear
2012-06-04 22:00:00,14.6,6.4,58,17,25.0,100.83,Mostly Cloudy
2012-06-04 23:00:00,14.6,5.9,56,11,25.0,100.83,Cloudy
2012-06-05 00:00:00,13.8,4.9,55,13,25.0,100.83,Cloudy
2012-06-05 01:00:00,13.7,7.1,64,15,25.0,100.82,Cloudy
2012-06-05 02:00:00,12.7,6.3,65,13,25.0,100.82,Mostly Cloudy
2012-06-05 03:00:00,11.4,6.7,73,15,25.0,100.85,Mainly Clear
2012-06-05 04:00:00,10.7,6.5,75,13,24.1,100.87,Mainly Clear
2012-06-05 05:00:00,10.7,6.7,76,13,24.1,100.94,Mainly Clear
2012-06-05 06:00:00,12.6,7.1,69,15,48.3,100.98,Mainly Clear
2012-06-05 07:00:00,14.3,6.5,59,20,48.3,100.99,Mainly Clear
2012-06-05 08:00:00,15.9,6.4,53,26,48.3,101.02,Mainly Clear
2012-06-05 09:00:00,17.4,6.9,50,19,48.3,101.01,Clear
2012-06-05 10:00:00,18.8,6.7,45,19,48.3,100.99,Mainly Clear
2012-06-05 11:00:00,19.8,5.3,39,26,48.3,101.0,Mainly Clear
2012-06-05 12:00:00,20.3,4.9,36,20,48.3,100.97,Mainly Clear
2012-06-05 13:00:00,21.3,3.8,32,15,48.3,100.93,Mainly Clear
2012-06-05 14:00:00,21.6,4.4,32,7,48.3,100.88,Mainly Clear
2012-06-05 15:00:00,21.9,4.4,32,11,48.3,100.83,Mainly Clear
2012-06-05 16:00:00,22.6,6.2,35,4,48.3,100.75,Mainly Clear
2012-06-05 17:00:00,22.2,5.4,34,15,48.3,100.74,Mostly Cloudy
2012-06-05 18:00:00,20.9,6.8,40,11,48.3,100.76,Rain Showers
2012-06-05 19:00:00,17.0,10.3,65,22,24.1,100.89,Rain Showers
2012-06-05 20:00:00,15.6,11.6,77,9,24.1,100.88,Rain Showers
2012-06-05 21:00:00,16.3,9.9,66,6,25.0,100.9,Mostly Cloudy
2012-06-05 22:00:00,14.7,11.0,78,7,25.0,100.95,Mostly Cloudy
2012-06-05 23:00:00,16.4,9.3,63,15,25.0,100.97,Mostly Cloudy
2012-06-06 00:00:00,14.7,7.9,64,9,25.0,100.97,Mostly Cloudy
2012-06-06 01:00:00,13.8,7.2,64,9,25.0,100.97,Mostly Cloudy
2012-06-06 02:00:00,12.6,6.6,67,11,25.0,100.99,Mostly Cloudy
2012-06-06 03:00:00,11.0,6.8,75,9,25.0,100.99,Mostly Cloudy
2012-06-06 04:00:00,11.2,6.9,75,6,24.1,101.03,Mostly Cloudy
2012-06-06 05:00:00,12.0,7.2,72,9,48.3,101.05,Mostly Cloudy
2012-06-06 06:00:00,12.4,7.7,73,15,24.1,101.07,Mostly Cloudy
2012-06-06 07:00:00,14.1,8.3,68,13,24.1,101.1,Mainly Clear
2012-06-06 08:00:00,15.3,9.6,69,7,24.1,101.14,Mainly Clear
2012-06-06 09:00:00,16.1,9.6,65,9,24.1,101.13,Mainly Clear
2012-06-06 10:00:00,17.6,9.7,60,11,24.1,101.12,Mainly Clear
2012-06-06 11:00:00,19.4,9.4,52,7,24.1,101.08,Mainly Clear
2012-06-06 12:00:00,19.8,9.7,52,9,24.1,101.05,Mainly Clear
2012-06-06 13:00:00,19.6,9.6,52,0,24.1,101.01,Mainly Clear
2012-06-06 14:00:00,20.6,9.8,50,4,48.3,100.94,Mostly Cloudy
2012-06-06 15:00:00,20.3,9.3,49,7,48.3,100.89,Mostly Cloudy
2012-06-06 16:00:00,21.3,8.2,43,13,48.3,100.9,Mostly Cloudy
2012-06-06 17:00:00,20.6,7.4,42,11,24.1,100.91,Mostly Cloudy
2012-06-06 18:00:00,20.0,7.6,45,15,24.1,100.95,Mostly Cloudy
2012-06-06 19:00:00,18.9,7.8,48,15,24.1,101.0,Mostly Cloudy
2012-06-06 20:00:00,17.4,9.6,60,9,24.1,101.04,Rain Showers
2012-06-06 21:00:00,16.3,9.7,65,11,25.0,101.04,Mostly Cloudy
2012-06-06 22:00:00,17.4,9.3,59,9,25.0,101.04,Cloudy
2012-06-06 23:00:00,17.1,9.1,59,11,25.0,101.05,Rain Showers
2012-06-07 00:00:00,14.9,9.0,68,9,25.0,101.06,Mainly Clear
2012-06-07 01:00:00,13.3,9.2,76,7,25.0,101.06,Mainly Clear
2012-06-07 02:00:00,12.8,9.4,80,11,25.0,101.04,Clear
2012-06-07 03:00:00,12.3,8.9,80,17,25.0,101.02,Clear
2012-06-07 04:00:00,12.0,8.3,78,9,24.1,101.05,Mainly Clear
2012-06-07 05:00:00,11.3,8.1,81,11,48.3,101.11,Mainly Clear
2012-06-07 06:00:00,12.3,8.4,77,13,48.3,101.12,Mainly Clear
2012-06-07 07:00:00,13.9,8.4,69,4,24.1,101.13,Mainly Clear
2012-06-07 08:00:00,15.9,9.2,64,11,24.1,101.12,Mainly Clear
2012-06-07 09:00:00,17.5,9.5,59,6,48.3,101.09,Mainly Clear
2012-06-07 10:00:00,19.4,9.6,53,6,48.3,101.05,Mainly Clear
2012-06-07 11:00:00,20.1,10.5,54,7,48.3,101.02,Mainly Clear
2012-06-07 12:00:00,20.8,10.1,50,13,48.3,100.98,Mainly Clear
2012-06-07 13:00:00,21.6,10.9,51,11,48.3,100.92,Mainly Clear
2012-06-07 14:00:00,22.7,9.4,43,11,48.3,100.86,Mainly Clear
2012-06-07 15:00:00,22.3,9.3,43,13,48.3,100.8,Mainly Clear
2012-06-07 16:00:00,22.8,9.2,42,15,48.3,100.74,Mainly Clear
2012-06-07 17:00:00,22.6,8.9,42,11,48.3,100.69,Mostly Cloudy
2012-06-07 18:00:00,22.0,7.9,40,9,48.3,100.67,Mostly Cloudy
2012-06-07 19:00:00,22.2,9.0,43,11,48.3,100.67,Mostly Cloudy
2012-06-07 20:00:00,21.7,9.4,45,11,24.1,100.66,Mostly Cloudy
2012-06-07 21:00:00,18.6,10.4,59,30,25.0,100.74,Mostly Cloudy
2012-06-07 22:00:00,16.4,11.6,73,17,25.0,100.74,Rain Showers
2012-06-07 23:00:00,16.3,12.2,77,17,25.0,100.78,Rain
2012-06-08 00:00:00,15.9,13.1,83,13,25.0,100.68,Mostly Cloudy
2012-06-08 01:00:00,15.7,12.9,83,7,25.0,100.65,Clear
2012-06-08 02:00:00,15.3,12.9,86,11,25.0,100.6,Clear
2012-06-08 03:00:00,14.1,11.7,85,7,25.0,100.56,Mainly Clear
2012-06-08 04:00:00,13.9,11.0,83,7,24.1,100.58,Mainly Clear
2012-06-08 05:00:00,14.4,11.2,81,7,48.3,100.58,Mainly Clear
2012-06-08 06:00:00,16.2,11.7,75,17,48.3,100.58,Mostly Cloudy
2012-06-08 07:00:00,16.7,11.3,70,22,48.3,100.56,Mostly Cloudy
2012-06-08 08:00:00,17.3,11.5,69,22,48.3,100.54,Mostly Cloudy
2012-06-08 09:00:00,17.7,12.6,72,17,24.1,100.53,Cloudy
2012-06-08 10:00:00,18.3,12.7,70,13,24.1,100.53,Cloudy
2012-06-08 11:00:00,18.6,12.9,69,17,24.1,100.53,Cloudy
2012-06-08 12:00:00,19.5,13.7,69,17,24.1,100.46,Cloudy
2012-06-08 13:00:00,20.5,14.4,68,20,24.1,100.33,Mostly Cloudy
2012-06-08 14:00:00,20.2,12.8,62,17,24.1,100.25,Cloudy
2012-06-08 15:00:00,19.4,12.8,66,20,12.9,100.33,Rain Showers
2012-06-08 16:00:00,18.4,13.4,73,4,24.1,100.22,Mostly Cloudy
2012-06-08 17:00:00,20.0,14.3,70,7,24.1,100.22,Mostly Cloudy
2012-06-08 18:00:00,19.0,14.4,75,0,24.1,100.17,Mostly Cloudy
2012-06-08 19:00:00,19.0,12.0,64,15,24.1,100.28,Mainly Clear
2012-06-08 20:00:00,16.0,9.9,67,9,24.1,100.34,Mainly Clear
2012-06-08 21:00:00,14.1,8.3,68,9,25.0,100.41,Clear
2012-06-08 22:00:00,13.5,7.8,68,6,25.0,100.48,Clear
2012-06-08 23:00:00,12.0,7.6,74,9,25.0,100.5,Clear
2012-06-09 00:00:00,12.8,8.0,73,6,25.0,100.51,Clear
2012-06-09 01:00:00,12.9,8.0,72,0,25.0,100.53,Clear
2012-06-09 02:00:00,12.2,7.8,74,0,25.0,100.54,Clear
2012-06-09 03:00:00,11.5,7.3,75,0,25.0,100.56,Clear
2012-06-09 04:00:00,10.0,6.9,81,0,25.0,100.6,Mainly Clear
2012-06-09 05:00:00,11.1,8.0,81,6,48.3,100.68,Mainly Clear
2012-06-09 06:00:00,14.2,9.4,73,0,48.3,100.71,Mainly Clear
2012-06-09 07:00:00,16.0,9.7,66,6,48.3,100.76,Mainly Clear
2012-06-09 08:00:00,18.4,8.9,54,4,48.3,100.79,Mainly Clear
2012-06-09 09:00:00,19.3,7.8,47,0,48.3,100.81,Mainly Clear
2012-06-09 10:00:00,21.0,10.1,50,4,48.3,100.78,Mainly Clear
2012-06-09 11:00:00,21.2,9.5,47,15,48.3,100.76,Mostly Cloudy
2012-06-09 12:00:00,22.2,9.2,43,17,48.3,100.73,Cloudy
2012-06-09 13:00:00,23.0,7.6,37,19,48.3,100.71,Cloudy
2012-06-09 14:00:00,23.2,7.2,36,7,48.3,100.68,Mostly Cloudy
2012-06-09 15:00:00,23.8,5.6,31,20,48.3,100.67,Mainly Clear
2012-06-09 16:00:00,23.9,6.5,33,17,48.3,100.68,Cloudy
2012-06-09 17:00:00,23.8,7.2,34,17,48.3,100.69,Cloudy
2012-06-09 18:00:00,23.6,7.1,35,11,48.3,100.73,Mainly Clear
2012-06-09 19:00:00,21.8,7.6,40,9,48.3,100.75,Mostly Cloudy
2012-06-09 20:00:00,18.5,8.2,51,6,48.3,100.8,Mainly Clear
2012-06-09 21:00:00,19.4,6.8,44,6,25.0,100.87,Mainly Clear
2012-06-09 22:00:00,17.0,6.6,50,4,25.0,100.93,Clear
2012-06-09 23:00:00,16.9,7.8,55,4,25.0,100.97,Mainly Clear
2012-06-10 00:00:00,15.8,9.2,65,6,25.0,101.03,Mainly Clear
2012-06-10 01:00:00,15.6,9.3,66,4,25.0,101.07,Clear
2012-06-10 02:00:00,13.7,9.9,78,0,25.0,101.08,Clear
2012-06-10 03:00:00,14.3,11.6,84,4,25.0,101.11,Mainly Clear
2012-06-10 04:00:00,12.4,10.3,87,4,25.0,101.15,Clear
2012-06-10 05:00:00,13.9,9.1,73,6,48.3,101.24,Mainly Clear
2012-06-10 06:00:00,16.6,9.6,63,0,48.3,101.36,Mainly Clear
2012-06-10 07:00:00,18.0,8.8,55,4,48.3,101.42,Mainly Clear
2012-06-10 08:00:00,20.2,9.5,50,6,48.3,101.45,Mainly Clear
2012-06-10 09:00:00,21.2,10.3,50,6,48.3,101.45,Mainly Clear
2012-06-10 10:00:00,23.5,11.8,48,7,48.3,101.42,Mainly Clear
2012-06-10 11:00:00,24.6,7.4,33,7,48.3,101.45,Mostly Cloudy
2012-06-10 12:00:00,25.4,7.8,33,7,48.3,101.41,Mainly Clear
2012-06-10 13:00:00,25.5,5.8,28,11,48.3,101.38,Mostly Cloudy
2012-06-10 14:00:00,26.5,5.9,27,6,48.3,101.4,Mostly Cloudy
2012-06-10 15:00:00,26.5,9.2,34,6,48.3,101.42,Mainly Clear
2012-06-10 16:00:00,26.8,10.7,37,6,48.3,101.41,Mainly Clear
2012-06-10 17:00:00,26.6,10.0,35,6,48.3,101.37,Cloudy
2012-06-10 18:00:00,26.5,9.3,34,15,48.3,101.39,Cloudy
2012-06-10 19:00:00,26.0,9.0,34,9,48.3,101.47,Mostly Cloudy
2012-06-10 20:00:00,25.3,7.5,32,9,48.3,101.47,Mostly Cloudy
2012-06-10 21:00:00,22.8,8.4,40,7,25.0,101.51,Clear
2012-06-10 22:00:00,22.7,8.9,41,9,25.0,101.5,Mainly Clear
2012-06-10 23:00:00,23.0,8.9,41,11,25.0,101.5,Clear
2012-06-11 00:00:00,21.7,9.0,44,6,25.0,101.49,Clear
2012-06-11 01:00:00,20.4,9.2,49,0,25.0,101.45,Mainly Clear
2012-06-11 02:00:00,18.9,10.5,58,7,25.0,101.47,Mainly Clear
2012-06-11 03:00:00,18.5,10.9,61,9,25.0,101.45,Mostly Cloudy
2012-06-11 04:00:00,18.1,10.7,62,11,24.1,101.47,Mostly Cloudy
2012-06-11 05:00:00,17.5,11.8,69,11,24.1,101.54,Mainly Clear
2012-06-11 06:00:00,19.5,12.7,65,7,48.3,101.58,Mainly Clear
2012-06-11 07:00:00,19.4,13.8,70,11,48.3,101.63,Mostly Cloudy
2012-06-11 08:00:00,20.2,14.5,70,9,48.3,101.64,Mostly Cloudy
2012-06-11 09:00:00,22.4,15.6,65,7,24.1,101.63,Mostly Cloudy
2012-06-11 10:00:00,24.8,16.3,59,4,24.1,101.58,Mostly Cloudy
2012-06-11 11:00:00,26.6,17.2,56,4,24.1,101.54,Mostly Cloudy
2012-06-11 12:00:00,27.3,17.5,55,7,24.1,101.47,Mostly Cloudy
2012-06-11 13:00:00,28.7,18.3,53,15,24.1,101.4,Cloudy
2012-06-11 14:00:00,29.4,18.3,51,17,48.3,101.32,Mainly Clear
2012-06-11 15:00:00,30.1,18.4,50,17,48.3,101.27,Mainly Clear
2012-06-11 16:00:00,29.6,17.4,48,22,48.3,101.2,Mainly Clear
2012-06-11 17:00:00,29.1,18.0,51,22,48.3,101.16,Mainly Clear
2012-06-11 18:00:00,28.2,18.1,54,19,48.3,101.16,Mainly Clear
2012-06-11 19:00:00,27.1,17.6,56,19,48.3,101.11,Mostly Cloudy
2012-06-11 20:00:00,25.9,16.7,57,20,24.1,101.09,Cloudy
2012-06-11 21:00:00,25.3,16.6,59,20,25.0,101.09,Mostly Cloudy
2012-06-11 22:00:00,24.7,16.6,61,22,25.0,101.08,Mostly Cloudy
2012-06-11 23:00:00,23.8,16.5,64,17,25.0,101.09,Mostly Cloudy
2012-06-12 00:00:00,22.7,16.3,67,19,25.0,101.08,Mostly Cloudy
2012-06-12 01:00:00,21.7,15.5,68,17,25.0,101.07,Mostly Cloudy
2012-06-12 02:00:00,20.9,15.0,69,19,25.0,101.04,Mainly Clear
2012-06-12 03:00:00,20.2,14.3,69,17,25.0,101.0,Mostly Cloudy
2012-06-12 04:00:00,19.5,13.4,68,19,24.1,101.0,Mostly Cloudy
2012-06-12 05:00:00,19.3,13.1,67,17,24.1,101.01,Mostly Cloudy
2012-06-12 06:00:00,19.5,13.2,67,15,24.1,100.98,Mostly Cloudy
2012-06-12 07:00:00,21.1,14.1,64,22,24.1,100.95,Mostly Cloudy
2012-06-12 08:00:00,21.8,14.4,63,19,24.1,100.92,Cloudy
2012-06-12 09:00:00,22.8,14.9,61,19,24.1,100.86,Cloudy
2012-06-12 10:00:00,23.9,15.5,59,15,24.1,100.8,Mostly Cloudy
2012-06-12 11:00:00,24.7,15.5,57,24,24.1,100.74,Cloudy
2012-06-12 12:00:00,24.4,15.8,59,17,16.1,100.71,Rain Showers
2012-06-12 13:00:00,19.8,16.7,82,19,6.4,100.73,Rain Showers
2012-06-12 14:00:00,19.0,17.3,90,19,6.4,100.71,"Rain,Fog"
2012-06-12 15:00:00,19.1,17.3,89,15,6.4,100.67,"Rain,Fog"
2012-06-12 16:00:00,18.4,16.7,90,22,8.0,100.6,"Rain,Fog"
2012-06-12 17:00:00,18.2,16.3,89,20,12.9,100.57,Rain
2012-06-12 18:00:00,18.2,16.3,89,20,9.7,100.55,"Rain,Fog"
2012-06-12 19:00:00,17.9,16.1,89,20,11.3,100.52,Rain
2012-06-12 20:00:00,18.5,16.2,86,19,19.3,100.47,Cloudy
2012-06-12 21:00:00,18.4,16.1,86,19,25.0,100.46,Cloudy
2012-06-12 22:00:00,18.6,16.1,85,17,25.0,100.45,Cloudy
2012-06-12 23:00:00,18.6,16.1,85,13,25.0,100.44,Mostly Cloudy
2012-06-13 00:00:00,18.5,16.1,86,11,25.0,100.46,Mostly Cloudy
2012-06-13 01:00:00,19.6,16.6,83,15,25.0,100.44,Cloudy
2012-06-13 02:00:00,19.6,16.5,82,19,25.0,100.4,Cloudy
2012-06-13 03:00:00,19.3,16.4,83,22,25.0,100.46,Cloudy
2012-06-13 04:00:00,18.7,15.6,82,22,24.1,100.54,Mostly Cloudy
2012-06-13 05:00:00,17.2,13.9,81,22,24.1,100.62,Mainly Clear
2012-06-13 06:00:00,17.7,14.1,79,22,24.1,100.75,Mainly Clear
2012-06-13 07:00:00,18.1,14.1,77,20,24.1,100.86,Mostly Cloudy
2012-06-13 08:00:00,17.9,12.6,71,32,24.1,100.96,Mostly Cloudy
2012-06-13 09:00:00,17.0,11.7,71,24,24.1,101.09,Mostly Cloudy
2012-06-13 10:00:00,17.9,11.0,64,19,24.1,101.18,Mostly Cloudy
2012-06-13 11:00:00,19.5,11.6,60,13,24.1,101.28,Mainly Clear
2012-06-13 12:00:00,19.6,10.6,56,13,48.3,101.3,Mainly Clear
2012-06-13 13:00:00,20.4,10.6,53,15,48.3,101.32,Mainly Clear
2012-06-13 14:00:00,20.7,9.8,50,9,48.3,101.36,Mainly Clear
2012-06-13 15:00:00,21.9,10.7,49,17,48.3,101.39,Mainly Clear
2012-06-13 16:00:00,21.8,9.3,45,17,48.3,101.42,Mainly Clear
2012-06-13 17:00:00,22.2,9.8,45,19,48.3,101.44,Mainly Clear
2012-06-13 18:00:00,21.6,9.8,47,20,48.3,101.48,Mainly Clear
2012-06-13 19:00:00,20.0,8.5,47,17,48.3,101.57,Clear
2012-06-13 20:00:00,17.6,8.0,53,11,48.3,101.62,Clear
2012-06-13 21:00:00,15.1,8.1,63,7,25.0,101.7,Clear
2012-06-13 22:00:00,14.6,7.9,64,11,25.0,101.74,Clear
2012-06-13 23:00:00,15.2,6.2,55,11,25.0,101.79,Clear
2012-06-14 00:00:00,14.5,5.4,54,11,25.0,101.85,Clear
2012-06-14 01:00:00,13.4,5.2,58,9,25.0,101.88,Clear
2012-06-14 02:00:00,13.0,5.4,60,9,25.0,101.93,Clear
2012-06-14 03:00:00,12.3,5.3,62,13,25.0,101.96,Clear
2012-06-14 04:00:00,12.4,4.9,60,15,48.3,102.04,Clear
2012-06-14 05:00:00,12.4,5.7,64,9,48.3,102.14,Clear
2012-06-14 06:00:00,14.7,6.3,57,9,48.3,102.2,Clear
2012-06-14 07:00:00,16.5,7.5,55,13,48.3,102.28,Clear
2012-06-14 08:00:00,18.5,7.9,50,11,48.3,102.33,Clear
2012-06-14 09:00:00,20.0,5.5,39,19,48.3,102.32,Clear
2012-06-14 10:00:00,20.0,3.8,34,17,48.3,102.31,Clear
2012-06-14 11:00:00,21.2,6.5,38,9,48.3,102.27,Clear
2012-06-14 12:00:00,21.3,4.7,34,24,48.3,102.26,Clear
2012-06-14 13:00:00,22.2,5.5,34,19,48.3,102.22,Clear
2012-06-14 14:00:00,22.4,5.5,33,15,48.3,102.17,Clear
2012-06-14 15:00:00,22.9,6.7,35,11,48.3,102.12,Clear
2012-06-14 16:00:00,22.5,6.9,36,7,48.3,102.15,Clear
2012-06-14 17:00:00,22.9,6.9,36,15,48.3,102.17,Clear
2012-06-14 18:00:00,22.7,7.5,38,17,48.3,102.16,Clear
2012-06-14 19:00:00,22.5,6.5,36,13,48.3,102.17,Clear
2012-06-14 20:00:00,21.7,5.7,35,15,48.3,102.16,Clear
2012-06-14 21:00:00,21.0,6.0,38,11,25.0,102.16,Clear
2012-06-14 22:00:00,20.2,6.0,39,9,25.0,102.2,Clear
2012-06-14 23:00:00,19.6,5.8,40,6,25.0,102.21,Clear
2012-06-15 00:00:00,18.9,5.5,41,6,25.0,102.18,Clear
2012-06-15 01:00:00,17.1,6.1,48,6,25.0,102.17,Clear
2012-06-15 02:00:00,14.2,7.9,66,13,25.0,102.19,Clear
2012-06-15 03:00:00,13.8,9.1,73,13,25.0,102.17,Clear
2012-06-15 04:00:00,13.0,9.0,77,15,24.1,102.19,Clear
2012-06-15 05:00:00,13.3,8.9,75,15,48.3,102.27,Clear
2012-06-15 06:00:00,15.6,8.5,63,17,48.3,102.32,Clear
2012-06-15 07:00:00,16.8,8.8,59,19,48.3,102.38,Clear
2012-06-15 08:00:00,18.6,9.5,55,17,48.3,102.4,Mainly Clear
2012-06-15 09:00:00,20.3,7.9,45,17,48.3,102.39,Mainly Clear
2012-06-15 10:00:00,21.4,6.3,37,13,48.3,102.37,Mostly Cloudy
2012-06-15 11:00:00,22.2,7.9,40,15,48.3,102.35,Mostly Cloudy
2012-06-15 12:00:00,23.5,7.0,35,11,48.3,102.3,Mainly Clear
2012-06-15 13:00:00,24.4,6.7,32,15,48.3,102.22,Mostly Cloudy
2012-06-15 14:00:00,24.3,5.6,30,11,48.3,102.17,Cloudy
2012-06-15 15:00:00,24.9,5.7,29,17,48.3,102.13,Cloudy
2012-06-15 16:00:00,25.0,5.1,28,15,48.3,102.08,Cloudy
2012-06-15 17:00:00,24.8,5.3,28,11,48.3,102.06,Cloudy
2012-06-15 18:00:00,24.5,6.0,30,9,48.3,102.08,Cloudy
2012-06-15 19:00:00,23.2,8.8,40,15,48.3,102.07,Cloudy
2012-06-15 20:00:00,22.0,8.7,43,15,48.3,102.06,Mostly Cloudy
2012-06-15 21:00:00,22.1,7.8,40,11,25.0,102.06,Mainly Clear
